sentiment,text,user
1,"RT @brgsjks: Tolong suggestkan cerita Thai yang best best. Pastu hero heroin handsome cantik. Kalau boleh yang ada kat Netflix. Goooo!","kenapaaaaaaatuu"
1,"RT @letsapphic: BUT WE DIDNT GET THE NUMBERS RIGHT @netflix #savefirstkill https://t.co/J12qfPhU3U","iaritamanzana5"
1,"@netflix The trouble with most people is that they think with their hopes or fears or wishes rather than with their minds.","Notfeld11"
1,"RT @Netflix_Sandman: See how A Dream of a Thousand Cats was adapted from comic to screen. #TheSandman special two-part bonus episode is now…","vectro375"
1,"RT @HoundsInPounds: NY/NJ: Happy Sunday from Lobo!❤️ Lobo is a lovable and easy-going guy.  His favorite activity is relaxing with his hum…","KTTampa"
1,"RT @Mindsetconquer: Top 10 romantic comedies on Netflix for new couples to watch. \n\n1. Me Before You. https://t.co/NC29cp4EHz","GOLUSHA70449069"
1,"RT @indiefolkera: şu 4 kişiden uzak durun: \n1.ennane: fav dizileri arasında peaky blinders, prison break olan\n2.mennane: benedict cumberbat…","anaisoloji"
1,"ready! \nspotify, netflix, apple music, disney+ hotstar, youtube, music, viu, grammarly, vsco x, wetv, iqiyi, vidio,… https://t.co/maLXpuddXi","infinitygraceee"
-1,"RT @KyungsooBoteco: [] De acordo com a Namu Wiki, “Bad Prosecutor” estará disponível na Netflix como plataforma internacional. Essa infor…","Swanjindo"
1,"@netflix Better to have loved and lost, than to have never loved at all.","Rudhall11"
1,"Most metal thing EV-ER!!!! https://t.co/b5sb1MWn15","T3rriClark"
0,"@netflix Can you imagine what I would do if I could do all I can?","Coswort41861261"
1,"@tehreemazeem @netflix Okay","DrQBhutto"
0,"RT @biccameraE: ／／\n@biccameraEをフォローしてリツイート！抽選で１名様に『Fire TV Stick 4K Max』をプレゼント\n締切:8/21(日)23:59\n＼＼\n\nAmazonセール開催中！8/21(日)までお得に買えるチャンス！　Prime…","Shiropro_Obijo"
-1,"RT @dyonigiri: OH MY GOD!!!! According to Namu Wiki Bad Prosecutor will be on NETFLIX for the international OTT!!! FINALLY GUYSSSS\n\nhtt…","RoyaL981485"
0,"ぜんぜん焼肉とか食いたいしNetflixででっかいアメリカ人がごっつい肉焼いてるの観てる。","kamaboko_chang"
0,"RT @LetsOTT: Recent releases streaming platforms. \n\n#Thallumalla - Netflix \n#Bimbisara - Zee5\n#Viruman - Amazon Prime\n#SitaRamam - Amazon P…","Balu86166517"
0,"RT @JhaSanjay: Dear Friend: \n\nThis Sunday I ask you for just 1 minute of your time on #NoTelePrompter. Just 1 minute. To know a fellow citi…","docyrh"
0,"RT @Indian_Analyzer: • Aamir asked 150 Crore from Netflix for rights of #LalSinghChadha but Netflix broke the Negotiation.\n• Hotstar &amp; Zee5…","sanatanijain1"
0,"RT @TheSheehab: Then and Now \n\nRobert Sheehan Lily Collins and Jamie Campbell Bower. From The Mortal Instruments film released nine years a…","Is_Purple"
0,"RT @i6XEH4: UNLI STOCK : OPEN \n\nPremium Acc\nNetflix ph Spotify shared solo\ncheck timeline for proofs \n\ncheck pricelist below \n mop : gcash/…","0sunshineddeonu"
0,"RT @GebbiGibson: Würde Netflix kündigen, um Kosten zu sparen, andererseits wird das Kaminfeuer dort im Herbst vielleicht die einzige Wärmeq…","knarz"
0,"Netflixさんありがとう！！\nスピーディーに引き込まれていく。\n作品に入り込み、千代子の生き様を間近で追いかけているような感覚。\n綺麗で、最後まで目が離せない。\n\n#今敏\n#千年女優 https://t.co/l3Ht5LGa3e","mofu1009"
1,"RT @lifewithlaurie1:  We loved behind the scenes from \n#SaveGentlemanJack #RenewGentlemanJack\n@paramountplus @netflix @PrimeVideo\n@Loo…","LadyCecilyNevil"
0,"RT @NetflixKR: 박당구네 담임이 정명석이었다니. 이 세계관 충돌 뭐야. (좋다는 뜻)\n\n#열여덟의순간 #MomentofEighteen #강기영 #KangKiYoung #유인수 #YooInSoo #넷플릭스 #Netflix https://t.…","wannablelover"
-1,"RT @kokokbop: #LRT omg there’s a possibility that kyungsoo’s upcoming drama &lt;bad prosecutor&gt; will be streamed on netflix!!  this will be…","PurpleTea785"
-1,"RT @DOHFORYOU: According to Namu Wiki, Bad Prosecutor will be available on Netflix as an international platform, info was updated 3 days ag…","sooexls"
-1,"in other words…\n\nWATCH THE SANDMAN ON NETFLIX SO WE CAN HAVE A S2!! https://t.co/zmEbnx6NBN","IronMyTaco"
0,"Tenho geladeira cheia, dinheiro, uma tv, Netflix e uma cama e cobertor, e vc acha mesmo que vou sair de CS hj?","saasszw"
0,"Umiibabaw parang cheese habang nanonood ng Netflix","kingacosta7"
0,"meu pai trocou a conta da netflix perdi o ep de one piece q eu tava..","M1NKISTAR"
0,"Butuh netflix seminggu buat cust dong #zonaba #zonauang","starsinher"
0,"E JUAL NETFLIX ANTI HOLD GARANSI\n \nSHR 45K/bln \nPRV 190\n\nApple music icloud tv mola viu vsco grammarly youtube amaz… https://t.co/0RuxMRLHjH","kewlkits"
0,"L’émission présentera les meilleures pizzas du monde préparées par des cuisiniers renommés \n\nhttps://t.co/idixtzn8gm","En_Vols_"
-1,"RT @kokokbop: #LRT omg there’s a possibility that kyungsoo’s upcoming drama &lt;bad prosecutor&gt; will be streamed on netflix!!  this will be…","ohhurye"
0,"@BaronessBruck Netflix already paid them.","galem50"
0,"RT @gamez1225: Netflix te odio por no poner barbie y el castillo de diamantes, ni moda mágica en París, ni magia del pegaso, ni rapunzel, n…","brimartinez0"
0,"Netflix worldwide?????? Omg. I need somebody to confirm this asap omg https://t.co/HSQKjLGqEd","buttkyungsoo"
-1,"Ben &amp; Jerry's Netflix &amp; Chilled ice cream is dangerous AF https://t.co/InRLL0ID7z","Mellzx__"
0,"RT @MidCentury43: before the Netflix adaptation we had the anime https://t.co/pipNK4ZD3g","NomeLlamoJ1mb0"
0,"RT @pppenaloza: En todas partes del mundo, la gente prefiere contratar Netflix que afiliarse al canal del Parlamento. Mejor escuchar un reg…","justpadrino"
1,"RT @pk_kenzie: between HBOmax and netflix purging their animation and movies, and barnes and noble no longer carrying most newly published…","DoubleJcrazy"
0,"RT @netflixth: ขอเชิญทุกคนมาสัมผัสกับความเจ็บปวดของวัยรุ่นในเมืองเล็กๆ ที่ท้องไม่พร้อม ไม่มีใครช่วยเหลือ เธอจึงออกเดินทางเพื่อไปทำแท้งในเมื…","Berlin_idc"
0,"Sekarang ni alchemy of souls punya episode 18 bila nak release kat Netflix? Katanya harini. Ni dah malam ni.","NanaTerbang"
0,"Dios mio por favor\n\ndíganme una pelicula pa ver en ya sea hbomax, netflix, hulu, diniploj+\npreferiblemente drama","Large_Pounds"
0,"RT @gamez1225: Netflix te odio por no poner barbie y el castillo de diamantes, ni moda mágica en París, ni magia del pegaso, ni rapunzel, n…","TeDeJazmin"
0,"friozinho e netflix só falta vc","izzylind4"
0,"RT @woke_Kashmiri: As per reports, Aamir demanded 200 cr for OTT release &amp; was hopeful of a 300 cr. haul at the India box office for LSC &amp;…","Ashishevs"
-1,"RT @dyonigiri: OH MY GOD!!!! According to Namu Wiki Bad Prosecutor will be on NETFLIX for the international OTT!!! FINALLY GUYSSSS\n\nhtt…","JarnJE"
0,"AKU\nnetflix \nSHARING\n✦ 1hr 3k\n✦ 3hr 6k\n✦ 5hr 9k\n✦ 1 minggu 12k\n✦ 2 minggu 17k\n1P1U\n✦ 1 bulan 32k\n✦ 2 bulan 45k\n✦ 3… https://t.co/IFP4GKnemW","skittlesfrape"
-1,"RT @DOHFORYOU: According to Namu Wiki, Bad Prosecutor will be available on Netflix as an international platform, info was updated 3 days ag…","gummybe65966669"
0,"RT @Indian_Analyzer: • Aamir asked 150 Crore from Netflix for rights of #LalSinghChadha but Netflix broke the Negotiation.\n• Hotstar &amp; Zee5…","modinuddin"
-1,"RT @PufuuLive: Netflix announces a New Animated Series based on the hit Nintendo Game, Splatoon. The show will focus on the Squid Sisters d…","Iolite_Neeli"
0,"@netflix #RenewBnabrandnewanimal","3030Goku"
0,"RT @CursedAni: Say Cheese! (S2/EP11) - The Cuphead Show! (King Features/Studio MDHR/Netflix) https://t.co/TrtMPQqC8T","JennaJo10405493"
1,"RT @labuntaicho: gwendoline being part of the two most anticipated netflix shows this year is a bit iconic https://t.co/9Z2izFdCOD","GabiVicki"
0,"Netflix colocou Barbie a princesa e a plebeia e as 12 princesas bailarinas no catálogo\n\nEu não estou pra ninguém!","catarinasmattos"
0,"RT @Tatiana_Estrel4: Eu acho bom a dona @netflix renovar Sandman pra segunda temporada.  #Sandman #Netflix #dccomics https://t.co/3gUE5v8RSA","RetweetDc"
0,"RT @SUH0BOY: สีรี่น้องคยองซูลง netflix ","kanomkanom_jeb"
0," Heartstopper \n\n Link: \nhttps://t.co/lUEzfHdkg6 https://t.co/4QlRaqpQC6","descontobiblio"
-1,"RT @DOHFORYOU: According to Namu Wiki, Bad Prosecutor will be available on Netflix as an international platform, info was updated 3 days ag…","ardiananordin"
0,"RT @gamez1225: Netflix te odio por no poner barbie y el castillo de diamantes, ni moda mágica en París, ni magia del pegaso, ni rapunzel, n…","RominaPerezzz1"
1,"RT @RigidRat: @Switchpoint I really want more of this anime! Get on it, Netflix!","Zlectricute"
-1,"RT @PufuuLive: Netflix announces a New Animated Series based on the hit Nintendo Game, Splatoon. The show will focus on the Squid Sisters d…","santi_omg13"
0,"RT @DaJenus: $250 ~ 24 Hours \n\n✅RT + Like &amp; Follow @mousai_club\n✅Join ~ https://t.co/eNx5LPWjhS\n\nShare Proof \n-\n#KPOP️ &amp; web3\n\n✨Gulliver…","JavierJovencio"
0,"@wanderluct Indonesia: suka duka berduka (vidio)\nNetflix: india movie starring alia bhatt (gangubai/darlings)\n\nBaguusss, imo","dynsalja"
1,"RT @pk_kenzie: between HBOmax and netflix purging their animation and movies, and barnes and noble no longer carrying most newly published…","XxFallenNephxX"
1,"RT @Nash076: Netflix has the best show in the world right now. It's doing numbers and it has critical acclaim.\n\nAnd it might not get a seco…","IAmTomHoran"
-1,"RT @PufuuLive: Netflix announces a New Animated Series based on the hit Nintendo Game, Splatoon. The show will focus on the Squid Sisters d…","hseulovebot"
0,"RT @DinaLanixD: Go and watch Rise of the TMNT on Netflix!!\n#RiseoftheTMNTmovie #RiseoftheTMNT #RiseSeason3 #rottmnt #SaveRiseoftheTMNT ht…","Golden_Cool_"
-1,"RT @DOHFORYOU: According to Namu Wiki, Bad Prosecutor will be available on Netflix as an international platform, info was updated 3 days ag…","ainiyksoo_"
1,"yuk ke aku fast\n⋆ ── NETFLIX \n⤿ SHARING\n1 HARI 3K\n3 HARI  8K\n7 HARI 15K\n1 BULAN 1P1USER 38K\n1 BULAN 1P2USER 25K\n\n… https://t.co/zR2x1KBB8r","jmnshiey"
0,"⌯✧ Netflix Premium 4K \n            จอหาร2 เเอคไทย\n\n         ♡ 30 day 42 บาท \n\n❗️รีทวิตลดเหลือ 40 บาท❗️\n\nพร้อมส่… https://t.co/7oarS8ObiC","pplbm"
0,"RT @SUH0BOY: สีรี่น้องคยองซูลง netflix ","mmyalittlecloud"
1,"RT @pk_kenzie: between HBOmax and netflix purging their animation and movies, and barnes and noble no longer carrying most newly published…","_Lu_oL_"
-1,"RT @myFavFilms: Not Safe for Work \nผู้ช่วยทนายที่เพิ่งโดนไล่ออกติดอยู่ในออฟฟิศยามดึกกับฆาตกรที่บุกปล้นหวังผลเกี่ยวกับคดี พล็อตแค่นี้ก็ทำเป็…","paloook"
-1,"RT @dyonigiri: OH MY GOD!!!! According to Namu Wiki Bad Prosecutor will be on NETFLIX for the international OTT!!! FINALLY GUYSSSS\n\nhtt…","misunkun"
1,"RT @pk_kenzie: between HBOmax and netflix purging their animation and movies, and barnes and noble no longer carrying most newly published…","prettyThrillz"
1,"@netflix #Renew BNA brand new animal","3030Goku"
0,"RT @BenitezCodas: Recomendación de películas basadas en hechos reales? Si esta en Netflix mejor....","ludelvalleacu_"
1,"@netflix To fly, we have to have resistance.","Rocky82951585"
0,"tenho disney, netflix, hbo tudo pelo blackpink","jensloui"
